Filename,Sentence,manual_emotion,manual_sentiment
MAPREDUCE-6091,YARN-873 changed ClientRMService to throw an ApplicationNotFoundException on an unknown app id (from returning null).,/,
MAPREDUCE-6091,But MR's ClientServiceDelegate was never modified to change its behavior.,"surprise, sadness",-1
AMQ-5141,If the broker handles a RemoveInfo command it may also kick off a message expiry check for (I presume) any prefetched messages.,fear,-1
AMQ-5141,If messages are to be expired they get sent to ActiveMQ.DLQ by default.,/,
AMQ-5141,See stack trace in next comment..,/,
AMQ-5141,If the broker is security enabled with authorization turned on and messages get sent to DLQ as a result of the expiry check then the broker uses the client's security context when sending the messages to DLQ.,/,
AMQ-5141,This implies the client user needs to have write access to ActiveMQ.DLQ.,/,
AMQ-5141,"As this may happen with any other client, all client users will require write access to ActiveMQ.DLQ, which may not be appropriate from a security point of view.",fear,-1
AMQ-5141,.,"fear,sadness",-1
AMQ-5141,The broker regularly runs an expiry check and uses a broker internal security context for this task.,/,
AMQ-5141,In my opinion this same broker internal security context should be used when expiring messages as part of the RemoveInfo command.,/,
AMQ-5141,The broker should not use the client's security context.,/,
AMQ-5141,[1].,/,
AMQ-5141,The current behavior can raise the following SecurityException if the client user does not have write access to ActiveMQ.DLQ,/,
HIVE-15859,"Hive on Spark, failed with error:.",/,
HIVE-15859,"application log shows the driver commanded a shutdown with some unknown reason, but hive's log shows Driver could not get RPC header( Expected RPC header, got org.apache.hive.spark.client.rpc.Rpc$NullMessage instead).. in hive's log,.",surprise,-1
HIVE-15859,"also in container's log, I find Driver still request for executors:.",/,
HIVE-15859,found only one ERROR in yarn application log:.,/,
HIVE-15859,"this error occurs when several queries run at the same time with large data scale, in fact it would not occur when running the query separately, but it can frequently occur when running together again.",/,
YARN-6054,We encountered an issue recently where the TimelineServer failed to start because some state files went missing..,/,
YARN-6054,Ideally we shouldn't have any missing state files.,surprise,-1
YARN-6054,However I'd posit that the TimelineServer should have graceful degradation instead of failing to start at all.,surprise,-1
HIVE-13743,Data move codepath is broken with hive 2.1.0-SNAPSHOT with hadoop 2.8.0-snapshot.. https://github.com/apache/hive/blob/26b5c7b56a4f28ce3eabc0207566cce46b29b558/ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java#L2836.,/,
HIVE-13743,hdfsEncryptionShim.isPathEncrypted(destf) in Hive could end up throwing FileNotFoundException as the destf is not present yet.,fear,-1
HIVE-13743,This causes moveFile to fail.,/,
YARN-2742,"FairSchedulerConfiguration is very strict about the number of space characters between the value and the unit: 0 or 1 space.. For example, for values like the following:.",Sadness,-1
YARN-2742,(note 2 spaces).,/,
YARN-2742,This above line fails to parse:,/,
HADOOP-7629,MAPREDUCE-2289 introduced the following change:.,/,
HADOOP-7629,"JOB_DIR_PERMISSION is an immutable FsPermission which cannot be used in RPC calls, it results in the following exception:",Sadness,-1
STORM-2873,The backpressure implementation deletes the znode when not relevant but that hits zookeeper issue of too frequent deletion and creation or same path for ephemeral znode.,surprise,-1
STORM-2873,Below is exception we get when zk hits this issue:,/,
STORM-2324,"Since Storm 1.0,  due to STORM-876,.",/,
STORM-2324,"When the topo jar does not contain a resources directory, the topology fails if.",/,
STORM-2324,Assessment:.,/,
STORM-2324,"After unpacking the topo jar file, supervisor.clj establishes a symlink to the resources directory without checking if the topology jar actually had a resources directory.",surprise,-1
STORM-2324,This leads to a broken symlink.,/,
STORM-2324,"Subsequently when the worker-launcher tool runs and tries to chmod the resources dir, it fails.",/,
STORM-2324,This stalls the topology execution.,/,
YARN-3878,The sequence of events is as under :.,/,
YARN-3878,# RM is stopped while putting a RMStateStore Event to RMStateStore's AsyncDispatcher.,/,
YARN-3878,"This leads to an Interrupted Exception being thrown.. # As RM is being stopped, RMStateStore's AsyncDispatcher is also stopped.",/,
YARN-3878,"On {{serviceStop}}, we will check if all events have been drained and wait for event queue to drain(as RM State Store dispatcher is configured for queue to drain on stop).",/,
YARN-3878,# This condition never becomes true and AsyncDispatcher keeps on waiting incessantly for dispatcher event queue to drain till JVM exits.. *Initial exception while posting RM State store event to queue*.,Sadness,-1
YARN-3878,*JStack of AsyncDispatcher hanging on stop*.,/,
YARN-3878,We keep on getting below logs,/,
YARN-699,Just run into this.,/,
YARN-699,Looks like YARN-617 regressed TestUnmanagedAMLauncher.. From the test log:.,/,
YARN-699,"ContainerManagerImpl expected containerId to be equal to the remote UGI and since this was not the case, failed the authorization:",surprise,-1
HIVE-18944,groupingSetsPosition is set to -1 in case there are no grouping sets; however DPP calls the constructor with 0 .,surprise,-1
HIVE-18944,this could potentially trigger an unwanted emittion of a summary row,/,
MAPREDUCE-5837,"When the MRAppMaster determines whether the job should run in the uber mode, it call {{Class.forName()}} to check whether the class is derived from {{ChainMapper}}:.",/,
MAPREDUCE-5837,The problem here is that {{Class.forName()}} can also throw {{NoClassDefError}}.,surprise,-1
MAPREDUCE-5837,It happens when the additional dependent jar is unavailable to the MRAppMaster.,/,
MAPREDUCE-5837,"For example, the MRAppMaster complains about a MR job on Scala:.",Sadness,-1
MAPREDUCE-5837,The proposed fix is to catch {{NoClassDefError}} at the corresponding places.,/,
HIVE-14607,Steps to repro: .,/,
HIVE-14607,in TestTxnCommands2WithSplitUpdate remove the overridden method testOrcPPD().. Then run:.,/,
HIVE-14607,mvn test -Dtest=TestTxnCommands2WithSplitUpdate#testOrcPPD.,/,
HIVE-14607,it will fail with ArrayIndexOutOfBounds.,/,
HIVE-14607,HIVE-14448 was supposed to have fixed it....,"surprise, sadness",-1
YARN-1689,"When running some Hive on Tez jobs, the RM after a while gets into an unusable state where no jobs run.",surprise,-1
YARN-1689,In the RM log I see the following exception:,/,
YARN-6643,We've seen various tests in {{TestRMFailover}} fail very rarely with a message like "org.apache.hadoop.yarn.exceptions.YarnRuntimeException: java.io.IOException: ResourceManager failed to start.,/,
YARN-6643,Final state is STOPPED".,/,
YARN-6643,.,/,
YARN-6643,"After some digging, it turns out that it's due to a port conflict with the embedded ZooKeeper in the tests.",/,
YARN-6643,"The embedded ZooKeeper uses {{ServerSocketUtil#getPort}} to choose a free port, but the RMs are configured to 10000 + <default-port> and 20000 + <default-port> (e.g.",surprise,-1
YARN-6643,"the default port for the RM is 8032, so you'd use 18032 and 28032)..",/,
YARN-6643,"When I was able to reproduce this, I saw that ZooKeeper was using port 18033, which is 10000 + 8033, the default RM Admin port.",/,
YARN-6643,"It results in an error like this, causing the RM to be unable to start, and hence the original error message in the test failure:",/,
YARN-2790,"We shorten hdfs delegation token lifetime, set RM to act as as a proxy user in order to be able to renew the token on behalf of a user submitting the application.",/,
YARN-2790,Still we see NM log aggregation fail due to token expiry error.,Sadness,-1
MAPREDUCE-3463,Set yarn.resourcemanager.am.max-retries=5 in yarn-site.xml.,/,
MAPREDUCE-3463,Started yarn 4 Node cluster.. First Ran Randowriter/Sort/Sort-validate successfully.,/,
MAPREDUCE-3463,"Then again sort, when job was 50% complete.",/,
MAPREDUCE-3463,"Login node running AppMaster, and killed AppMaster with kill -9.",/,
MAPREDUCE-3463,On Client side failed with following:.,/,
MAPREDUCE-3463,"On lookig RM logs found second AM was also lauched, it was saying -:.",/,
MAPREDUCE-3463,Now looking at AM logs and found Second AM was shutdown gracefully due to :-,joy,1
HDFS-6481,Ian Brooks reported the following stack trace:.,/,
HDFS-6481,The loop is controlled by the length of datanodeID:.,/,
HDFS-6481,"However, when the length of storageIDs is shorter than that of datanodeID, we would get ArrayIndexOutOfBoundsException.",surprise,-1
HIVE-18148,The stack trace is:.,/,
HIVE-18148,"At this stage, there shouldn't be a DPP sink whose target map work is null.",surprise,-1
HIVE-18148,The root cause seems to be a malformed operator tree generated by SplitOpTreeForDPP.,/,
MAPREDUCE-5952,"The javadoc comment for {{renameMapOutputForReduce}} incorrectly refers to a single map output directory, whereas this depends on LOCAL_DIRS.. mapOutIndex should be set to subMapOutputFile.getOutputIndexFile()",Sadness,-1
ZOOKEEPER-1340,"Multi operations run by users are generating ERROR level messages in the server log even though they are typical user level operations that are not in any way impacting the server, example:.",surprise,-1
ZOOKEEPER-1340,This is misleading.,Sadness,-1
ZOOKEEPER-1340,We should demote these messages to INFO level at the highest.,/,
ZOOKEEPER-1340,"(this is what we do for other such user operations, e.g.",/,
ZOOKEEPER-1340,nonode),/,
YARN-3896,The node(10.208.132.153) reconnected with RM.,/,
YARN-3896,"When it registered with RM, RM set its lastNodeHeartbeatResponse's id to 0 asynchronously.",/,
YARN-3896,But the node's heartbeat come before RM succeeded setting the id to 0.,surprise,-1
AMQ-6262,A regression from https://issues.apache.org/jira/browse/AMQ-5794 ..,/,
AMQ-6262,Connection watchdog is started for every initiated connection and stopped on WireFormatInfo command.,/,
AMQ-6262,HTTP transport doesn't send WireFormatInfo so the watchdog never realises that the connection has been successfully established..,/,
AMQ-6262,"The connection gets terminated every 30seconds by the watchdog.. At the beginning, everything looks fine, but then you start getting exceptions and start losing packets.","surprise, sadness",-1
AMQ-6262,"I haven't seen that myself, but I had people reporting that if HTTP transports are in use, it eventually destabilises the broker and affects non-HTTP transports too.",/,
HIVE-11540,"Hello,.",/,
HIVE-11540,"I am streaming weblogs to Kafka and then to Flume 1.6 using a Hive sink, with an average of 20 million records a day.",/,
HIVE-11540,"I have 5 compactors running at various times (30m/5m/5s), no matter what time I give, the compactors seem to run out of memory cleaning up a couple thousand delta files and ultimately falls behind compacting/cleaning delta files.",Sadness,-1
HIVE-11540,Any suggestions on what I can do to improve performance?,/,
HIVE-11540,Or can Hive streaming not handle this kind of load?.,/,
HIVE-11540,I used this post as reference: http://henning.kropponline.de/2015/05/19/hivesink-for-flume/.,/,
HIVE-11540,[ngmathew@upladevhwd04v ~]$ tail -f /var/log/hive/hivemetastore.log.,/,
HIVE-11540,Settings:.,/,
HIVE-11540,hive.txn.manager = org.apache.hadoop.hive.ql.lockmgr.DbTxnManager.,/,
HIVE-11540,hive.compactor.initiator.on = true.,/,
HIVE-11540,hive.compactor.worker.threads = 5.,/,
HIVE-11540,Table stored as ORC.,/,
HIVE-11540,hive.vectorized.execution.enabled = false.,/,
HIVE-11540,hive.input.format = org.apache.hadoop.hive.ql.io.HiveInputFormat,/,
HIVE-16788,"This ODBC call is meant to allow you to determine FK relationships either from the PK side or from the FK side.. Hive only allows you to traverse from the FK side, trying it from the PK side leads to an NPE..",/,
HIVE-16788,Example using the table "customer" from TPC-H with FKs defined in Hive:.,/,
HIVE-16788,Compare: Postgres.,/,
HIVE-16788,Note that Postgres allows traversal from either way.,/,
HIVE-16788,The traceback you get in the HS2 logs is this:,/,
YARN-6683,Below code already gets the RMApp instance and then send an event to RMApp to update the collector address.,/,
YARN-6683,"Instead of updating via event, it could just update via a method of RMApp.",surprise,-1
YARN-6683,"This also avoids state-machine changes.. Also, is there any implications that COLLECTOR_UPDATE happened at KILLED state ?",surprise,-1
ZOOKEEPER-2924,From https://builds.apache.org/job/ZooKeeper_branch34_openjdk7/1682/.,/,
ZOOKEEPER-2924,"Same issue happens in jdk8 and jdk9 builds as well.. Issue has already been fixed by https://issues.apache.org/jira/browse/ZOOKEEPER-2484 , but I believe that the root cause here is that test startup / cleanup code is included in the tests instead of using try-finally block or Before-After methods.. As a consequence, when exception happens during test execution, ZK test server doesn't get shutdown properly and still listening on the port bound to the test class.. As mentioned above there could be 2 approaches to address this:.",Sadness,-1
ZOOKEEPER-2924,#1 Wrap cleanup code block with finally.,/,
ZOOKEEPER-2924,#2 Use JUnit's Before-After methods for initialization and cleanup.,/,
ZOOKEEPER-2924,Test where original issue happens:.,/,
ZOOKEEPER-2924,Test #2 where port is already in use:,/,
MAPREDUCE-3058,"While running GridMixV3, one of the jobs got stuck for 15 hrs.",/,
MAPREDUCE-3058,"After clicking on the Job-page, found one of its reduces to be stuck.",/,
MAPREDUCE-3058,"Looking at syslog of the stuck reducer, found this:.",/,
MAPREDUCE-3058,Task-logs' head:.,/,
MAPREDUCE-3058,Task-logs' tail:.,/,
MAPREDUCE-3058,"Which means that tasks is supposed to have stopped within 20 secs, whereas the process itself is stuck for more than 15 hours.",surprise,-1
MAPREDUCE-3058,"From AM log, also found that this task was sending its update regularly.",/,
MAPREDUCE-3058,ps -ef | grep java was also showing that process is still alive.,/,
MAPREDUCE-3070,"After stopping NM gracefully then starting NM, NM registration fails with RM with Duplicate registration from the node!",/,
MAPREDUCE-3070,error.,/,
YARN-1675,I dont see any stacktraces in logs.,/,
YARN-1675,But the debug logs show negative vcores-,surprise,-1
YARN-1661,Run:.,/,
YARN-1661,/usr/bin/yarn  org.apache.hadoop.yarn.applications.distributedshell.Client -jar <distributed shell jar> -shell_command ls.,/,
YARN-1661,Open AM logs.,/,
YARN-1661,Last line would indicate AM failure even though container logs print good ls result.,surprise,-1
HADOOP-2971,TestJobStatusPersistency failed and contained DataNode stacktraces similar to the following :.,/,
HADOOP-2971,This is mostly related to HADOOP-2346.,/,
HADOOP-2971,The error is strange.,surprise,-1
HADOOP-2971,socket.getRemoteSocketAddress() returned null implying this socket is not connected yet.,/,
HADOOP-2971,But we have already read a few bytes from it!.,surprise,-1
YARN-4321,This applies to only branch-2.7 or earlier code..,Sadness,-1
YARN-4321,"When a {{NoAuthException}} is thrown in non HA mode(like in the scenario of YARN-4127), RM incessantly keeps on retrying the ZK operation..",/,
YARN-4321,This is because we do not handle NoAuthException properly in branch-2.7 code when HA is not enabled..,/,
YARN-4321,"In {{ZKRMStateStore#runWithRetries}}, we have code as under.",/,
YARN-4321,"As can be seen if HA is not enabled, we neither rethrow NoAuthException nor do we have any logic to increment retries and back out if retries are maxed out.",/,
MAPREDUCE-5763,"I'm seeing this in my NodeManager logs,  even though things work fine.",surprise,-1
MAPREDUCE-5763,A WARN is being caused by some sort of mismatch between the name of the service (in terms of org.apache.hadoop.service.Service.getName()) and the name of the auxiliary service.,/,
HIVE-15309,OrcAcidUtils.getLastFlushLength() should check for file existence first.,/,
HIVE-15309,Currently causes unnecessary/confusing logging:.,Sadness,-1
HIVE-15309,"Also,.",/,
HIVE-15309,Note that the msg says "Deleted 9 ext locks..."  It actually delete 1 ext which has 9 internal components.,surprise,-1
HIVE-15309,"Need to follow up on this.. Also,.",/,
HIVE-15309,TxnHandler has.,/,
HIVE-15309,and a corresponding "unlock" msg which flood the metastore log.,/,
HADOOP-1712,One of the un-handled IOException during BlockCRC upgrade results in the upgrade thread to exit with out proper upgrade.,Sadness,-1
HADOOP-1712,exception on the datanode :.,/,
HIVE-18413,exposed by: HIVE-18359.,/,
HIVE-18413,"in case of vectorization, the summary row object was left as is (presumed null earlier); which may cause it to be inconsistent isNull conditions in .VectorHashKeyWrapperBatch.",fear,-1
HIVE-18413,issue happens only if:.,/,
HIVE-18413,* vectorizable groupby.,/,
HIVE-18413,* groupping set contains empty.,/,
HIVE-18413,* non-trivial empty; mapper is run.,/,
HIVE-18413,* groupping key is select ; with a type which is backed by a bytea; ex:string.,/,
HIVE-18413,causes:,/,
HIVE-7114,When starting the HiveServer2 we are seeing an extra Tez AM launched..,surprise,-1
HIVE-7114,This is where it is getting created .,/,
MAPREDUCE-5414,Test case org.apache.hadoop.mapreduce.v2.app.job.impl.TestTaskAttempt fails once in a while when i run all of them together..,/,
MAPREDUCE-5414,"But if i run a single test case,taking testContainerCleanedWhileRunning for example,it will fail without doubt.",surprise,-1
HIVE-15731,"While returning a session to the pool, the interrupt status on the thread seems to be set, which causes the pool return to fail..",surprise,-1
HIVE-15731,The session slot is useless at this point.,/,
HIVE-15731,A HS2 instance configured for a single session will stop running queries.,/,
STORM-2518,"While adding ACL to USER from uploading artifacts, ""name"" field is actually optional for thrift specification, but Nimbus reads the value without checking null while fixing ACL.. Uploading artifacts fails and topology submission also fails.",surprise,-1
HIVE-16562,HIVE-13555 adds support for nullif.,/,
HIVE-16562,I'm encountering issues with nullif on master (3.0.0-SNAPSHOT rdac3786d86462e4d08d62d23115e6b7a3e534f5d).,/,
HIVE-16562,Cluster side jobs work fine but client side don't..,surprise,-1
HIVE-16562,Consider these two tables:.,/,
HIVE-16562,e011_02:.,/,
HIVE-16562,"Columns c1 = float, c2 = double.",/,
HIVE-16562,"1.0	1.0.",/,
HIVE-16562,"1.5	1.5.",/,
HIVE-16562,"2.0	2.0. test:.",/,
HIVE-16562,"Columns c1 = int, c2 = int.",/,
HIVE-16562,Data:.,/,
HIVE-16562,"1	1.",/,
HIVE-16562,"2	2.",/,
HIVE-16562,And this query:.,/,
HIVE-16562,"select nullif(c1, c2) from e011_02;.",/,
HIVE-16562,With e011_02 I get:.,/,
HIVE-16562,With .,/,
HIVE-16562,"select nullif(c1, c2) from test;.",/,
HIVE-16562,I get:.,/,
HIVE-16562,"Now if I set hive.fetch.task.conversion=none; and force a cluster side job, everything works fine.",/,
HIVE-16562,/cc [~kgyrtkirk] in case you have any ideas,/,
HIVE-16576,Debug logs on HIVE side - .,/,
HIVE-16576,Druid exception stack trace - .,/,
HIVE-16576,Note that intervals being sent as part of the HTTP request URL are not encoded properly when not using UTC timezone.,/,
YARN-2816,NM fail to start with NPE during container recovery.. We saw the following crash happen:.,/,
YARN-2816,The reason is some DB files used in NMLeveldbStateStoreService are accidentally deleted to save disk space at /tmp/hadoop-yarn/yarn-nm-recovery/yarn-nm-state.,surprise,-1
YARN-2816,This leaves some incomplete container record which don't have CONTAINER_REQUEST_KEY_SUFFIX(startRequest) entry in the DB.,/,
YARN-2816,"When container is recovered at ContainerManagerImpl#recoverContainer, .",/,
YARN-2816,The NullPointerException at the following code cause NM shutdown.,/,
YARN-476,ProcfsBasedProcessTree has a habit of emitting not-so-helpful messages such as the following:.,/,
YARN-476,"As described in MAPREDUCE-4570, this is something that naturally occurs in the process of monitoring processes via procfs.",/,
YARN-476,It's uninteresting at best and can confuse users who think it's a reason their job isn't running as expected when it appears in their logs.. We should either make this DEBUG or remove it entirely.,Sadness,-1
HDFS-3326,"""dfs.support.append"" is set to true.",/,
HDFS-3326,started NN in non-HA mode.,/,
HDFS-3326,At the NN side log the append enable is set to false..,/,
HDFS-3326,This is because in code append enabled is set to HA enabled value.Since Started NN in non-HA mode the value for append is false.,/,
HDFS-3326,Code:.,/,
HDFS-3326,=====.,/,
HDFS-3326,NN logs.,/,
HDFS-3326,========,/,
HDFS-13485,curl -k -i --negotiate -u : "https://hadoop3-4.example.com:20004/webhdfs/v1".,/,
HDFS-13485,DataNode Web UI should do a better error checking/handling.,Sadness,-1
YARN-6102,"The same stack i was also noticed in {{TestResourceTrackerOnHA}} exits abnormally, after some analysis, i was able to reproduce.. Once the nodeHeartBeat is sent to RM, inside {{org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService.nodeHeartbeat(NodeHeartbeatRequest)}}, before sending it to dispatcher through.",surprise,-1
YARN-6102,"{{this.rmContext.getDispatcher().getEventHandler().handle(nodeStatusEvent);}} if RM failover is called, the dispatcher is reset.",/,
YARN-6102,The new dispatcher is however first started and then the events are registered at {{org.apache.hadoop.yarn.server.resourcemanager.ResourceManager.reinitialize(boolean)}}.,/,
YARN-6102,So event order will look like.,/,
YARN-6102,1,/,
YARN-6102,Send Node heartbeat to {{ResourceTrackerService}}.,/,
YARN-6102,2,/,
YARN-6102,"In {{ResourceTrackerService.nodeHeartbeat}}, before passing to dispatcher call RM failover.",/,
YARN-6102,3,/,
YARN-6102,"In RM Failover, current active will reset dispatcher @reinitialize i.e ( {{resetDispatcher();}} + {{createAndInitActiveServices();}} ).",/,
YARN-6102,"Now between {{resetDispatcher();}} and {{createAndInitActiveServices();}} , the {{ResourceTrackerService.nodeHeartbeat}} invokes dipatcher.",/,
YARN-6102,"This will cause the above error as at point of time when {{STATUS_UPDATE}} event is given to dispatcher in {{ResourceTrackerService}} , the new dispatcher(from the failover) may be started but not yet registered for events.",/,
YARN-6102,"Using same steps(with pausing JVM at debug), i was able to reproduce this in production cluster also.",/,
YARN-6102,"for {{STATUS_UPDATE}} active service event, when the service is yet to forward the event to RM dispatcher but a failover is called and dispatcher reset is between {{resetDispatcher();}} & {{createAndInitActiveServices();}}",/,
HDFS-4850,I deployed hadoop-trunk HDFS and created _/user/schu/_.,/,
HDFS-4850,"I then forced a checkpoint, fetched the fsimage, and ran the default OfflineImageViewer successfully on the fsimage..",/,
HDFS-4850,I then touched an empty file _/user/schu/testFile1_.,/,
HDFS-4850,"and forced another checkpoint, fetched the fsimage, and reran the OfflineImageViewer.",/,
HDFS-4850,I encountered a NegativeArraySizeException:.,/,
HDFS-4850,This is reproducible.,/,
HDFS-4850,I've reproduced this scenario after formatting HDFS and restarting and touching an empty file _/testFile1_..,/,
HDFS-4850,"Attached are the data dirs, the fsimage before creating the empty file (fsimage_0000000000000000004) and the fsimage afterwards (fsimage_0000000000000000004) and their outputs, oiv_out_1 and oiv_out_2 respectively..",/,
HDFS-4850,The oiv_out_2 does not include the empty _/user/schu/testFile1_..,/,
HDFS-4850,I don't run into this problem using hadoop-2.0.4-alpha.,/,
YARN-5379,The {{TestHBaseTimelineStorage.,surprise,-1
YARN-5379,testWriteApplicationToHBase()}} test seems to fail intermittently:.,/,
YARN-5379,The stdout output:,/,
HADOOP-3108,"Not sure if this is fixed in later release, but I'm seeing many NPE in the namenode log..",Sadness,-1
HADOOP-3108,Permission is disabled on this cluster.,/,
HIVE-18393,"TimeStamp, Decimal, Double, Float, BigInt, Int, SmallInt, Tinyint and Boolean when read as String, Varchar or Char should return the correct data.",surprise,-1
HIVE-18393,Now this results in error for parquet tables.. Test Case:,/,
MAPREDUCE-6273,"HistoryFileManager should check whether summaryFile exists to avoid FileNotFoundException causing HistoryFileInfo into MOVE_FAILED state,.",/,
MAPREDUCE-6273,I saw the following error message:.,/,
MAPREDUCE-6273,"We should avoid this error by checking whether summaryFile exists before call getJobSummary, otherwise we will see this error happen every time scanIntermediateDirectory is called.",fear,-1
YARN-3641,"If NM' services not get stopped properly, we cannot start NM with enabling NM restart with work preserving.",fear,-1
YARN-3641,The exception is as following:.,/,
YARN-3641,The related code is as below in NodeManager.java:.,/,
YARN-3641,"We can see we stop all NM registered services (NodeStatusUpdater, LogAggregationService, ResourceLocalizationService, etc.)",/,
YARN-3641,first.,/,
YARN-3641,Any of services get stopped with exception could cause stopRecoveryStore() get skipped which means levelDB store is not get closed.,/,
YARN-3641,"So next time NM start, it will get failed with exception above.",/,
YARN-3641,We should put stopRecoveryStore(); in a finally block.,/,
HDFS-10760,DataXceiver#run() just log InvalidToken exception as an error..,/,
HDFS-10760,"When client has an expired token and just refetch a new token, the DN log will has an error like below:.",/,
HDFS-10760,"This is not a server error and the DataXceiver#checkAccess() has already loged the InvalidToken as a warning.. A simple fix by catching the InvalidToken exception in DataXceiver#run(), only keeping the warning logged by DataXceiver#checkAccess() in the DN log.",surprise,-1
HDFS-12836,"When {{dfs.ha.tail-edits.in-progress}} is true, edit log tailer will also tail those in progress edit log segments.",/,
HDFS-12836,"However, in the following code:.",surprise,-1
HDFS-12836,"it is possible that {{remoteLog.getStartTxId()}} could be greater than {{endTxId}}, and therefore will cause the following error:",fear,-1
YARN-7382,While running an MR job (e.g.,/,
YARN-7382,"sleep) and an RM failover occurs, once the maps gets to 100%, the now active RM will crash due to:.",/,
YARN-7382,This leaves the cluster with no RMs!,fear,-1
YARN-1678,Come on FS.,/,
YARN-1678,We really don't need to know every time a node with a reservation on it heartbeats.,Sadness,-1
HIVE-20209,Run the following command:.,/,
HIVE-20209,See this in hs2.log:.,/,
HIVE-20209,"Metastore connection failed 1st attempt, but success after reconnect.",surprise,-1
HIVE-20209,That adds 5s for every repl dump command and likely to leak connection..,fear,-1
HIVE-20209,"Similarly, Hive.close() also causes",/,
YARN-7962,[https://github.com/apache/hadoop/blob/69fa81679f59378fd19a2c65db8019393d7c05a2/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/security/DelegationTokenRenewer.java].,/,
YARN-7962,What I think is going on here is that the鑱絳{serviceStop}}鑱絤ethod is not setting the鑱絳{isServiceStarted}}鑱絝lag to 'false'..,surprise,-1
YARN-7962,"Please update so that the鑱絳{serviceStop}}鑱絤ethod grabs the鑱絳{serviceStateLock}}鑱絘nd sets鑱絳{isServiceStarted}}鑱絫o鑱絖false_, before shutting down the鑱絳{renewerService}}鑱絫hread pool,鑱絫o avoid this condition.",/,
STORM-2700,When .,/,
STORM-2700,"is set, blobstore still checks ACL..",surprise,-1
STORM-2700,Reproduce:.,/,
STORM-2700,1,/,
STORM-2700,Create a blobstore with permission set to one user (e.g mapredqa).. 2.,/,
STORM-2700,Submit a topology with topology.blobstore.map config as someone else (e.g.,/,
STORM-2700,ethan).,/,
YARN-2617,We([~chenchun]) are testing RM work preserving restart and found the following logs when we ran a simple MapReduce task "PI".,/,
YARN-2617,NM continuously reported completed containers whose Application had already finished while AM had finished.,/,
YARN-2617,"In the patch for YARN-1372, ApplicationImpl on NM should guarantee to  clean up already completed applications.",/,
YARN-2617,"But it will only remove appId from  'app.context.getApplications()' when ApplicaitonImpl received evnet 'ApplicationEventType.APPLICATION_LOG_HANDLING_FINISHED' , however NM might receive this event for a long time or could not receive.",surprise,-1
YARN-2617,"* For NonAggregatingLogHandler, it wait for YarnConfiguration.NM_LOG_RETAIN_SECONDS which is 3 * 60 * 60 sec by default, then it will be scheduled to delete Application logs and send the event.. * For LogAggregationService, it might fail(e.g.",/,
YARN-2617,"if user does not have HDFS write permission), and it will not send the event.",/,
MAPREDUCE-3916,Seem like yarn proxyserver is not operational when running out of the 0.23.1 RC2 tarball.. # Setting yarn.web-proxy.address to match yarn.resourcemanager.address doesn't disable the proxyserver (althought not setting yarn.web-proxy.address at all correctly disable it and produces a message: org.apache.hadoop.yarn.YarnException: yarn.web-proxy.address is not set so the proxy will not run).,Sadness,-1
MAPREDUCE-3916,This contradicts the documentation provided for yarn.web-proxy.address in yarn-default.xml.,Sadness,-1
MAPREDUCE-3916,# Setting yarn.web-proxy.address and running the service results in the following:.,/,
MAPREDUCE-3916,with the following message found in the logs:,/,
MAPREDUCE-6649,The following command does not produce any failure info as to why the job failed.,/,
MAPREDUCE-6649,"To contrast, here is a command and associated command line output to show a failed job that gives the correct failiure info.",/,
HDFS-11508,Bind can fail in SimpleTCPServer & Portmap because socket is in TIME_WAIT state.. Socket options should be changed here to use the setReuseAddress option.,fear,-1
HADOOP-12622,"In debugging a NM retry connection to RM (non-HA), the NM log during RM down time is very misleading:.",/,
HADOOP-12622,It actually only log client side retry on NetworkConnection failure but not include any info on RetryInvocationHandler where the real retry policy works.,"surprise, sadness",-1
HADOOP-12622,"From the code below in RetryInvocationHandler.java, even the retry ends, we don't put warn messages to include how much/many time/ counts we spent on retry logic that make it harder to debug.. We should add failAction.reason as much as we can in multiple retry policies.",/,
HADOOP-12622,"In addition, we should keep consistent in log level for message during the retry attempts: now the ipc.client is INFO, but RetryInvocationHandler is DEBUG (if not fail_over).",/,
HADOOP-12622,We should keep them consistent or it could be very confusing.,/,
HIVE-20627,"When multiple async queries are executed from same session, it leads to multiple async query execution DAGs share the same Hive object which is set by caller for all threads.",/,
HIVE-20627,"In case of loading dynamic partitions, it creates MoveTask which鑱絩e-creates the Hive object鑱絘nd鑱絚loses the shared Hive object which causes metastore connection issues for鑱給ther async execution thread who still access it.",/,
HIVE-20627,This is also seen if鑱絉eplDumpTask and ReplLoadTask are part of the DAG.. *Call Stack:*.,/,
HIVE-20627,*Root cause:*.,/,
HIVE-20627,"For Async query execution from SQLOperation.runInternal, we set the Thread local Hive object for all the child threads as parentHive (parentSession.getSessionHive()).",/,
HIVE-20627,"Now, when async execution in progress and if one of the thread re-creates the Hive object, it closes the parentHive object first which impacts other threads using it and hence conf object it refers too gets cleaned up and hence we get null for VALID_TXNS_KEY value.. *Fix:*.",/,
HIVE-20627,We shouldn't clean the old Hive object if it is shared by multiple threads.,/,
